Word,Word_Length,Num_Syllables,Part_of_Speech,Etymology1,Etymology2,Etymology3,Etymology4,Etymology5,Etymology6,Etymology7,1996 Round,1996 Error,1997 Round,1997 Error,1998 Round,1998 Error,1999 Round,1999 Error,2000 Round,2000 Error,2001 Round,2001 Error,2002 Round,2002 Error,2003 Round,2003 Error,2004 Round,2004 Error,2005 Round,2005 Error,2006 Round,2006 Error,2007 Round,2007 Error,2008 Round,2008 Error,2009 Round,2009 Error,2010 Round,2010 Error,2011 Round,2011 Error,2012 Round,2012 Error,2013 Round,2013 Error,2014 Round,2014 Error,2015 Round,2015 Error,2016 Round,2016 Error,2017 Round,2017 Error
excellence,10,3,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,
excessive,9,3,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,
excrescency,11,4,noun,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
excruciating,12,5,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,
execrable,9,4,adjective,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,
execration,10,4,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,
exequies,8,3,plural noun,,,,,,,,,,,,,,8,0,,,,,,,,,,,,,2,0,,,,,,,,,,,3,0,,,,,,,,,,
exfoliative,11,5,adjective,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exigencies,10,4,plural noun,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exobiology,10,5,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0
exophthalmic,12,4,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,,,,,,,3,0,,,,,,,,,,
expatiation,11,5,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,
expediently,11,5,adverb,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
experiential,12,5,adjective,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exponentially,13,5,adverb,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
expostulation,13,5,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,
exsertile,9,3,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,
exsiccosis,10,4,noun,,,,,,,,,,,,,,,,1,1,,,,,,,,,17,0,,,,,,,,,,,,,,,,,6,0,,,,,,
extirpation,11,4,noun,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
extortion,9,3,noun,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
extracurricular,15,6,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,
extrasensory,12,5,adjective,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,
exuviate,8,4,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,
eyewitness,10,3,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,
fabulist,8,3,noun,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facetiosity,11,6,noun,,,,,,,,,,,,,,,,1,0,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facilely,8,3,adverb,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facilitate,10,4,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,
facticide,9,3,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,0,,,,,,,,
faineancy,9,4,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,,
farcical,8,3,adjective,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,
farinaceous,11,4,adjective,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
farraginous,11,4,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,,,,,,,,,,,,,,,,,,,,,,,,
fasciculation,13,5,noun,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
fascinating,11,4,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,
fascinator,10,4,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,
fashionista,11,4,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0
fatuously,9,4,adverb,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faustian,8,2,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,
faveolate,9,4,adjective,,,,,,,,,,,,,,1,0,,,,,,,,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,
febrifugal,10,4,adjective,,,,,,,,,,,,,,,,1,0,,,,,4,1,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,
febrility,9,4,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,
Feldenkrais,11,3,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0,,
felicitous,10,4,adjective,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,
feloniously,11,5,adverb,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
felony,6,3,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,
femininity,10,5,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,
femoral,7,3,adjective,,,,,,,,,,,,,,3,0,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fenestrated,11,4,adjective,,,,,,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,
fenestration,12,4,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,
ferriferous,11,4,adjective,,,,,,,,,,,,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0
ferrotype,9,3,noun,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,
fertilizer,10,4,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,
feudalism,9,3,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
fictionalize,12,4,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,
filiopietistic,14,5,adjective,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,
filipendulous,13,5,adjective,,,,,,,,,,,,4,1,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0
fimbriation,11,4,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0
finialed,8,3,adjective,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fistiana,8,3,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,
fisticuffs,10,3,plural noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,
flabbergast,11,3,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,
flabelliform,12,4,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,
flaccidity,10,4,noun,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flagellatory,12,5,adjective,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flagitiously,12,4,adverb,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flamborough,11,3,noun,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,
flamboyance,11,3,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,
flannelette,11,3,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,3,0,,,,,,
Flemish,7,2,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,
flimflammer,11,3,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,
flippancy,9,3,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
flittern,8,2,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,
floppety,8,3,adjective,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fluctuant,9,3,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,
fluorescent,11,3,adjective,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fluoridation,12,4,noun,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foley,5,2,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,
foliageous,10,4,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,
fomentation,11,4,noun,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,
fondu,5,2,noun,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foolhardy,9,3,adjective,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forbiddance,11,3,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
forbivorous,11,4,adjective,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
foreclosure,11,3,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
foresightedly,13,4,adverb,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forgeability,12,5,adjective,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forgery,7,2,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,
fortunately,11,4,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,
fossiliferous,13,5,adjective,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,
foundry,7,2,noun,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franconian,10,4,adjective,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francophone,11,3,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,
Frankenstein,12,3,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,
fraternize,10,3,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,
fratority,9,4,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,
fraudulent,10,3,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,3,1,,
fraulein,8,2,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,
frenetically,12,4,adverb,,,,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fresnel,7,2,noun,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fribble,7,2,verb,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frolicsome,10,3,adjective,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,
fuchsias,8,3,plural noun,,,,,,,,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,
fugacity,8,4,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,
fuguist,7,3,noun,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,
fulgurant,9,3,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,
fulminating,11,4,adjective,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fumagillin,10,4,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,,,,,,,,,,,,,,,,,,
funambulist,11,4,noun,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,,,,
fundamental,11,4,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,
fundamentalist,14,5,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,
furcocercous,12,4,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,,,,,,,,,,,,
furfuraceous,12,4,adjective,,,,,,,,,,,,,,1,1,,,,,1,0,,,,,,,,,5,0,,,,,,,,,,,,,,,3,0,,,,
furriery,8,3,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,
furrows,7,2,plural noun,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
futilitarian,12,6,noun,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gadgeteer,9,3,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,
Galahad,7,3,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,
Galbraithian,12,4,adjective,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
galenical,9,4,noun,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
galere,6,2,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,,,,,,,,
Galilean,8,4,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,2,0,,
garcon,6,2,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,,,,,,
gargantuan,10,3,adjective,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
garrulity,9,4,noun,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gasconism,9,3,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,
gastrostege,11,3,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,
gastrostomy,11,4,noun,,,,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gaudery,7,2,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,
gbo,3,2,noun,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,
geanticline,11,3,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,3,0,,,,,,,,
gematrial,9,4,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,,,,,,,,,,,,,,,,,,,,,
gemmary,7,3,noun,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,
genealogical,12,6,adjective,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,
generosity,10,5,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,
genialize,9,3,verb,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
genioglossal,12,4,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,,,,,,,,,,,,
geniture,8,3,noun,,,,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
genocide,8,2,noun,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geometrically,13,5,adverb,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geostationary,13,4,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,
geosyncline,11,3,noun,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geotropic,9,3,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,
geriatric,9,4,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
geriatrician,12,5,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,2,0,,,,,,,,,,,,
geriatrics,10,4,plural noun,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
germicide,9,3,noun,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geronimo,8,4,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,
ghoulish,8,2,adjective,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
giddily,7,3,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,
giddiness,9,3,noun,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gimbaled,8,2,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,
gimmick,7,2,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,
gimmicky,8,3,adjective,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gingivitis,10,4,noun,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,2,0,,,,,,,,,,,3,0,,,,,,
glary,5,2,adjective,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glaswegian,10,4,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,,
glaucomatous,12,3,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,
glazier,7,2,noun,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,
glengarry,9,3,noun,,,,,,,,,,,,,,,,1,1,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,
glitterati,10,4,plural noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,2,0
glossopetrae,12,4,plural noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,
glottalize,10,3,verb,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,
gluttony,8,2,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1
glyceraldehyde,14,5,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,
glycerinated,12,5,adjective,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glycolytic,10,4,adjective,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gnathothorax,12,2,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,
gnomic,6,2,adjective,,,,,,,,,,,,,,,,,,1,0,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
goanna,6,3,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,
gobo,4,2,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,
golgotha,8,3,noun,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,
Gomorrah,8,3,noun,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,
gomphosis,9,3,noun,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,,,,,,,,,,,3,0,,,,,,,,,,
googol,6,2,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,2,0
goosander,9,3,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0
Gorevan,7,3,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,
Gothamite,9,3,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,
Gotterdammerung,15,5,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,
governess,9,3,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,
grammatical,11,4,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,
gramophile,10,3,noun,,,,,,,,,,,,4,0,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,3,0,,,,,,
Grandisonian,12,5,adjective,,,,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grandrelle,10,2,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,
grangerize,10,3,transitive verb,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
granulation,11,4,noun,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graphorrhea,11,3,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,,,,,,,,,,
gratuitously,12,5,adverb,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graustarkian,12,4,adjective,,,,,,,,,,,,,,,,6,0,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,
gravimetry,10,4,noun,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graziery,8,2,noun,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,
grecize,7,2,verb,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grimthorpe,10,2,transitive verb,,,,,,,,,,,,,,,,1,0,,,,,,,3,0,,,,,,,,,,,,,7,0,,,,,,,,,,,,
Groenendael,11,3,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0,,
grotesqueness,13,3,noun,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grottoed,8,2,adjective,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grudgingness,12,3,noun,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guamanian,9,4,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
Guggenheim,10,3,noun,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
guileful,8,2,adjective,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guilelessness,13,4,noun,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gumption,8,2,noun,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gurney,6,2,noun,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,
gurry,5,2,noun,,,,,,,,,,,,,,,,,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guttate,7,2,adjective,,,,,,,,,,,,,,,,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gutturalize,11,4,verb,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
